"","name","link"
"146","Law Enforcement Officers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2021000H536&ciq=ncsl&client_md=b415ff27ee981b0d1170e25126349329&mode=current_text"
"147","Peace Officer Standards and Training Board","http://custom.statenet.com/public/resources.cgi?id=ID:bill:ND2025000S2165&ciq=ncsl&client_md=4219c57a5dc641ce1079171a44d4b26e&mode=current_text"
"148","Justifiable Homicide","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2025000S657&ciq=ncsl&client_md=9e29c1351d28d9bbda78328d256f4a7d&mode=current_text"
"149","Criminal Procedure","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2023000H2537&ciq=ncsl&client_md=b6c60744ac3f018939150f59a83a8626&mode=current_text"
"150","Council on Law Enforcement Education and Training","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2023000H2869&ciq=ncsl&client_md=af65a7189e104a5201c2886253d05d3c&mode=current_text"
"151","Criminal Justice Agencies","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2021000S204&ciq=ncsl&client_md=4add474c85447e4db176af11fbe07698&mode=current_text"
"152","Local Community Oversight Board","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2021000S621&ciq=ncsl&client_md=e5d5c7c64ad6790731bffad4a59c4b63&mode=current_text"
"153","Use of Chemical Incapacitants by Law Enforcement","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2021000H2928&ciq=ncsl&client_md=85965273ebf2b24e66f6c03326ed5f0e&mode=current_text"
"154","Police Officer's Duty to Report Misconduct","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2021000H2929&ciq=ncsl&client_md=0820b4c045fa40e9302a7b2a6b8548e6&mode=current_text"
"155","Limitations on Arbitrators' Decisions","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2021000H2930&ciq=ncsl&client_md=48109f15c4eb4142a5341ff1620d9b3d&mode=current_text"
"156","Database of Reports of Use of Physical Force","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2021000H2932&ciq=ncsl&client_md=5de0fe5197da5221c892dd8811ff3218&mode=current_text"
"157","Public Safety Employee Public Record Database","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2021000H3145&ciq=ncsl&client_md=f9ffa872d834bbf6b7cea6a3c649570a&mode=current_text"
"158","Transparent Policing and Use of Force Reform","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2020010H4201&ciq=ncsl&client_md=14723057374d9fbfc1da7e1b42f5d209&mode=current_text"
"159","Use of Force by Police Officers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2020010H4203&ciq=ncsl&client_md=11da09c9a8efbbb1a8d53b21f6c8ab6f&mode=current_text"
"160","Police Officer Rules","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2020010H4205&ciq=ncsl&client_md=80d1af5efba15f92304f3dd6f3f69da0&mode=current_text"
"161","Law Enforcement Usage of Tear Gas","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2020010H4208&ciq=ncsl&client_md=4c5f26a5fd78bdb87f63a85835309586&mode=current_text"
"162","Peace Officer Use of Force Allowance","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2020020H4301&ciq=ncsl&client_md=4f985f779cdea1ba71bc98390512fe51&mode=current_text"
"163","Law Enforcement Background Investigations","http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2019000H1841&ciq=ncsl&client_md=fe4378d4a349bc73d6896f2b78b864bb&mode=current_text"
"164","Law Enforcement Officers Due Process","http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000S2096&ciq=ncsl&client_md=ce93192beccccc05141f16993493f699&mode=current_text"
"165","Law Enforcement Officers Bill of Rights","http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7263&ciq=ncsl&client_md=744b3a9fc04bbaa9023a9141ab8f9dc1&mode=current_text"
"166","Public Records Access","http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2021000H5417&ciq=ncsl&client_md=6ef47b61fc4db846f79cac29cb8578b0&mode=current_text"
"167","Law Enforcement Officer Certification","http://custom.statenet.com/public/resources.cgi?id=ID:bill:SC2021000H3050&ciq=ncsl&client_md=96442c014fd995e65be2f2819c0e55f1&mode=current_text"
"168","Force Course Standards","http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2023000H1071&ciq=ncsl&client_md=3ce2547c1198fd85fa13035de380e0e1&mode=current_text"
"169","Claim of Immunity Burden of Proof","http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2022000S195&ciq=ncsl&client_md=057885bfa43b89f7b02dce974d026d36&mode=current_text"
"170","Tort Liability","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2025000S280&ciq=ncsl&client_md=59939bdc8bb6b35498e00fd647a1787a&mode=current_text"
"171","Criminal Sentencing","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2023000H1081&ciq=ncsl&client_md=a027f1ccb837a2f05ac57aa2d9924ee7&mode=current_text"
"172","Drones","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2023000H1492&ciq=ncsl&client_md=0a99cf3010e4d324dc0d017129cc7ad4&mode=current_text"
"173","Facility Security","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2021000H2649&ciq=ncsl&client_md=7b72b8b13ed47d694c42c7c2d6817113&mode=current_text"
"174","Physical Restraint or Use of Chemicals on Students","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2023000S133&ciq=ncsl&client_md=5560fa9cb2cb7680c3770b99567edc56&mode=current_text"
"175","Use of Force By Peace Officers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2021000S69&ciq=ncsl&client_md=995cb0790fa15833dfa09f6a5266e18b&mode=current_text"
"176","Investigation and Prosecution of Criminal Offenses","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2021000H929&ciq=ncsl&client_md=45fcdf013868f2ba629a8e6c5949e966&mode=current_text"
"177","Law Enforcement Modifications","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2025000H82&ciq=ncsl&client_md=d95e589888009705e685cd1ba1b1732d&mode=current_text"
"178","Public Safety Data Amendments","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2024000H86&ciq=ncsl&client_md=83d8d767cb9df326c3549860d93e218f&mode=current_text"
"179","Forcible Entry Warrant Amendments","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2024000H177&ciq=ncsl&client_md=3c2d8b44145b5f0d269e4c050ba60472&mode=current_text"
"180","Dispatcher Discipline Amendments","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2024000H370&ciq=ncsl&client_md=e9745d859e4dbfa4bbbe3efb19b54bf3&mode=current_text"
"181","Law Enforcement Officer Amendments","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2023000S124&ciq=ncsl&client_md=b5f44f70fe1b110e7e60c113204eacd6&mode=current_text"
"182","Use of Force Revisions","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2022000H123&ciq=ncsl&client_md=768c99b18a80450c28e22b03da7a09fa&mode=current_text"
"183","Forcible Entry Warrant Modifications","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2022000H124&ciq=ncsl&client_md=4c9f7c4254d1f0561055d1605cb6c46b&mode=current_text"
"184","Officer Intervention and Reporting of Misconduct","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2022000S126&ciq=ncsl&client_md=27baacd12aaa2e59ef4cf34c44649c65&mode=current_text"
"185","Law Enforcement Internal Investigation Requirements","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2021000S13&ciq=ncsl&client_md=7582660a1f47c398066cebb9413ef61d&mode=current_text"
"186","Death Resulting From Law Enforcement Officer","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2021000H22&ciq=ncsl&client_md=49c13f9dc7ffd5b5032d062e6ebac065&mode=current_text"
"187","Peace Officer Use of Force Standards","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2021000S106&ciq=ncsl&client_md=704f01215644db5907aa28bf829a6139&mode=current_text"
"188","Law Enforcement Agency Disclosure Immunity","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2021000S196&ciq=ncsl&client_md=9554cb875b61d1ee9a96c484bf03d836&mode=current_text"
"189","Peace Officer Lethal Force","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2021000H237&ciq=ncsl&client_md=8276e6e234d2e5f10978625d559b6597&mode=current_text"
"190","Law Enforcement Weapons Use Report","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2021000H264&ciq=ncsl&client_md=91ddc2d0250612a7df54cf15e5a9c85f&mode=current_text"
"191","Peace Officers and Chokeholds","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2020030H5007&ciq=ncsl&client_md=e17e863e2c3a502033d5efe104fa249a&mode=current_text"
"192","Criminal Justice Council","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000H872&ciq=ncsl&client_md=baf2c36398f46a89c972860bd15e1966&mode=current_text"
"193","Sheriff Reforms","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000S17&ciq=ncsl&client_md=70d75b8ffc4f591cf23c8f8ec26c5503&mode=current_text"
"194","Fiscal Year 2021 Budget","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2021000H138&ciq=ncsl&client_md=43b3d821a14809faaffa7315dadd74f6&mode=current_text"
"195","Public Safety Police Misconduct","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2021000S250&ciq=ncsl&client_md=eed0b77ebbea69619a2a83a44803988b&mode=current_text"
"196","Private Right","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2021000S254&ciq=ncsl&client_md=f77048bdefb9bacf52308e14973b2e2e&mode=current_text"
"197","Use Of Force Policy","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2021000H145&ciq=ncsl&client_md=4375488622301058ba00444ceb32cdbc&mode=current_text"
"198","Law Enforcement Training","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2019000S119&ciq=ncsl&client_md=542b9c99b6e2b9b1e4f0792d4355f156&mode=current_text"
"199","Miscellaneous Law Enforcement Amendments","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2019000S124&ciq=ncsl&client_md=a8cf93f1d0ddb563cb726f953a831656&mode=current_text"
"200","Law Enforcement","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2019000S219&ciq=ncsl&client_md=6ffaf5efb5ad7071ff89172e14fdef59&mode=current_text"
"201","Decertification of Law Enforcement Officers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000S88&ciq=ncsl&client_md=2092e608d09d9c56844a2aba15f08240&mode=current_text"
"202","Law Enforcement Training","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000S547&ciq=ncsl&client_md=0ca958e547e2d4f20cb23717afe593f1&mode=current_text"
"203","Human Trafficking Response Teams","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H581&ciq=ncsl&client_md=dcc33fe0c2147d40f8cc6bf8682d80d6&mode=current_text"
"204","Freedom of Information Act","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020000H2004&ciq=ncsl&client_md=891eb2299c9cee73db0a808ee2e0e78b&mode=current_text"
"205","Policing Reform","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010S5030&ciq=ncsl&client_md=6d734bd7d32d4a1b5d3e3df9eda5813c&mode=current_text"
"206","Law Enforcement Misconduct","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010S5024&ciq=ncsl&client_md=5cae2f937999cdd58a3b1c0c9953dd2a&mode=current_text"
"207","Law Enforcement Officer","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5029&ciq=ncsl&client_md=eb6913db82fd595cbc15fee8d1023fda&mode=current_text"
"208","Law Enforcement Civilian Review Boards","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010S5035&ciq=ncsl&client_md=7529781039a77992f9badf0ec7017336&mode=current_text"
"209","Use of Neck Restraints","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5069&ciq=ncsl&client_md=4b67c47dd1fa89799fe68477e9d0b7f8&mode=current_text"
"210","Law Enforcement Misconduct","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5072&ciq=ncsl&client_md=7f4b97eafd84c011ceebb1d986ace8cb&mode=current_text"
"211","Use of Hog Tying","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S6009&ciq=ncsl&client_md=04bdeb576d787033e19ecbed9fbb4864&mode=current_text"
"212","Peace Officers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1735&ciq=ncsl&client_md=5e1052a94c0e79d7047bd80eb3ec535a&mode=current_text"
"213","Use of Force by Peace Officers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H2037&ciq=ncsl&client_md=31858775125814336d3c007c0214682f&mode=current_text"
"214","Tactics and Equipment Used by Peace Officers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1054&ciq=ncsl&client_md=bcaaef16cfa585869e3fe162722dd148&mode=current_text"
"215","Audits of Requirements Relating to Peace Officers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1089&ciq=ncsl&client_md=6482127007f6b2afbf1a952b836ce26f&mode=current_text"
"216","Investigation of Potential Criminal Conduct","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1267&ciq=ncsl&client_md=d111eb3cfb1bc8f5b7e7a97be3f6ae74&mode=current_text"
"217","Permissible Uses of Force By Law Enforcement","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1310&ciq=ncsl&client_md=a32461576e8c447fedf6ffaece799afa&mode=current_text"
"218","Duty of Peace Officers to Intervene","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5066&ciq=ncsl&client_md=097c3edf0c72f1336cf1b4b1ee5252a4&mode=current_text"
"219","Defenses in Personal Injury and Wrongful Death Actions","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5263&ciq=ncsl&client_md=c1c571a4e20a1ba6e6a9480a9b7cef67&mode=current_text"
"220","Law Enforcement Agency Policies on the Use of Force","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S120&ciq=ncsl&client_md=3ab1ef8d5dbe71aee80dc52859de2e07&mode=current_text"
"221","Prohibiting Use of Choke Holds By Law Enforcement","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S121&ciq=ncsl&client_md=a4cbad056bf75ab6492acbb0fd0330a0&mode=current_text"
"222","Public Access to Policies Regarding the Use of Force","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S122&ciq=ncsl&client_md=7f376c7ca492c3feb74f0ebc81216e66&mode=current_text"
"223","Reporting of Law Enforcement use of Force Incidents","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S123&ciq=ncsl&client_md=8d050c799ad1b71f6bad2e709d1a0d3e&mode=current_text"
"224","Marijuana Regulation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2024000S1410&ciq=ncsl&client_md=6e5fb1c3d096c0d7895368fc473458ee&mode=current_text"
"225","Food Preparation and Sale","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2024000H2042&ciq=ncsl&client_md=091fdcc57055ec0d374349c25c983d58&mode=current_text"
"226","Smart and Safe Fund and Distribution","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2023000H2446&ciq=ncsl&client_md=d373bc0036d97359bb172926bc68a32e&mode=current_text"
"227","Processed Marijuana Products","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000S305&ciq=ncsl&client_md=859b82bbc5bc300d003b5828d52109ab&mode=current_text"
"228","Budget Act of 2025","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S101&ciq=ncsl&client_md=39e5ff386956bd2f2c7cf06afef6efe8&mode=current_text"
"229","Budget Act of 2025","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000A102&ciq=ncsl&client_md=fab659fe8c9afb76e1cdd8ecb384a570&mode=current_text"
"230","California Cannabis Tax Fund: Department of Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S141&ciq=ncsl&client_md=eb0cfe54e7523f7a3c3ce8ab53ce2176&mode=current_text"
"231","Cannabis Provisional Licenses: Local Equity Applicants","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S51&ciq=ncsl&client_md=767b432f43782df5cfd903dbd59fce9d&mode=current_text"
"232","Cannabis and Cannabis Products: Health Warnings","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S540&ciq=ncsl&client_md=cdda155c0f2e9df22689ef286f8e4471&mode=current_text"
"233","Cannabis Regulation: Plant Identification Program","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S622&ciq=ncsl&client_md=6d45c4e601e9a09cc3291979e47e05f3&mode=current_text"
"234","Employment Discrimination: Cannabis Use","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S700&ciq=ncsl&client_md=468255a8a2b13171026513b8ec1df97f&mode=current_text"
"235","Cannabis: Local Taxation: Gross Receipts","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S1059&ciq=ncsl&client_md=d32d23b745a429832296fac93b5c358d&mode=current_text"
"236","Cannabis: Operator and Separate Premises License Types","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S1064&ciq=ncsl&client_md=d126d1ea5d6adc1ce00869a42c22bb10&mode=current_text"
"237","Cannabis: Citation and Fine","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1126&ciq=ncsl&client_md=ec6a65515b1b3aa7ec100a3d875c1669&mode=current_text"
"238","Cannabis: Private Right of Action","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1171&ciq=ncsl&client_md=7f8ca4d41a89188aa673e97cd46246e9&mode=current_text"
"239","Cannabis: Enforcement by Local Jurisdictions","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1448&ciq=ncsl&client_md=c791483378d4cc29fd893b3a399d34cc&mode=current_text"
"240","Local Ordinances: Fines and Penalties: Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1684&ciq=ncsl&client_md=a1e2a62dde5e1979a7ef47f03e8e60a1&mode=current_text"
"241","Committee on Judiciary: Judiciary Omnibus","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1756&ciq=ncsl&client_md=93a85576982f893270e436c2cc54d9ee&mode=current_text"
"242","Cannabis: Retail Preparation, Sale, and Consumption","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1775&ciq=ncsl&client_md=f4db0dee882dcc7017f1a7661fa190ea&mode=current_text"
"243","Cannabis Cultivation: Environmental Remediation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A2643&ciq=ncsl&client_md=fa56d92c9dbef9f8080803a86562b16d&mode=current_text"
"244","Cannabis Provisional Licenses: Local Equity Applicants","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S51&ciq=ncsl&client_md=767b432f43782df5cfd903dbd59fce9d&mode=current_text"
"245","Cannabis and Cannabis Products: Health Warnings","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S540&ciq=ncsl&client_md=cdda155c0f2e9df22689ef286f8e4471&mode=current_text"
"246","Cannabis Regulation: Plant Identification Program","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S622&ciq=ncsl&client_md=6d45c4e601e9a09cc3291979e47e05f3&mode=current_text"
"247","Employment Discrimination: Cannabis Use","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S700&ciq=ncsl&client_md=468255a8a2b13171026513b8ec1df97f&mode=current_text"
"248","Cannabis: Citation and Fine","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1126&ciq=ncsl&client_md=ec6a65515b1b3aa7ec100a3d875c1669&mode=current_text"
"249","Cannabis: Private Right of Action","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1171&ciq=ncsl&client_md=7f8ca4d41a89188aa673e97cd46246e9&mode=current_text"
"250","Cannabis: Enforcement by Local Jurisdictions","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1448&ciq=ncsl&client_md=c791483378d4cc29fd893b3a399d34cc&mode=current_text"
"251","Local Ordinances: Fines and Penalties: Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1684&ciq=ncsl&client_md=a1e2a62dde5e1979a7ef47f03e8e60a1&mode=current_text"
"252","Committee on Judiciary: Judiciary Omnibus","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1756&ciq=ncsl&client_md=93a85576982f893270e436c2cc54d9ee&mode=current_text"
"253","Budget Act","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000S154&ciq=ncsl&client_md=f44007c61dc9a0c9e6625961bf0a564c&mode=current_text"
"254","Department Of Cannabis Control: Licensure: Fee Waivers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000S166&ciq=ncsl&client_md=a2789d36b9d88c422aef2b703019497f&mode=current_text"
"255","Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A195&ciq=ncsl&client_md=0bbd40b0d308cb3fba52412d4bad78a3&mode=current_text"
"256","Civil Actions: Statute of Limitations","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A287&ciq=ncsl&client_md=60e5825eb462c559505c8dd8b720da7f&mode=current_text"
"257","Maintenance of the Codes","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000S1380&ciq=ncsl&client_md=1175236cb24cd5691048b6280c59dee5&mode=current_text"
"258","Physicians and Surgeons: Treatment Using Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A1954&ciq=ncsl&client_md=c70d1b7ccb13cd9770263fa971f5f761&mode=current_text"
"259","Cannabis Beverages","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A2155&ciq=ncsl&client_md=381fc79a9b46af29bec0b803f20ec4a8&mode=current_text"
"260","Fingerprint Based Criminal History Record Checks","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2025000S146&ciq=ncsl&client_md=c77c60bf45eb6bc6c5a6cf81f17a739c&mode=current_text"
"261","Long Appropriations Bill","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2025000S206&ciq=ncsl&client_md=5056b31469d81d78f36908b2b5469e2f&mode=current_text"
"262","Relocation of Definitions","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2025000S275&ciq=ncsl&client_md=a801a5077c333cea6bc29b8fec2ea69d&mode=current_text"
"263","Hemp Product Definition Marijuana Regulation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000S172&ciq=ncsl&client_md=a74f08e9a258ca9f1c72eb9dc058f9d3&mode=current_text"
"264","Department of Public Safety Supplemental Appropriation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1197&ciq=ncsl&client_md=af3b89d81990e2084a4955e9c79c06cf&mode=current_text"
"265","New Public School Finance Formula","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1448&ciq=ncsl&client_md=77561f67403baf4d01d8a8404d815fd1&mode=current_text"
"266","Revisors Bill","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1450&ciq=ncsl&client_md=84752626bfc7277813ad0d35bf1dfa02&mode=current_text"
"267","Coronavirus Recovery Funds","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1465&ciq=ncsl&client_md=e43b8a62b74c4214beecb98bf974f0b2&mode=current_text"
"268","Marijuana License Applications and Renewals","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2023000S199&ciq=ncsl&client_md=3114094a381158e53bdd4824043f4503&mode=current_text"
"269","Professional Discipline For Marijuana","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2023000S265&ciq=ncsl&client_md=d9fb1d8eda8bf733d97c542408a7c350&mode=current_text"
"270","Cannabinoid Related Compounds","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2023000S271&ciq=ncsl&client_md=2a9a5e2e19cf4e72a7b9bcdf1170865d&mode=current_text"
"271","Embargo And Destroying Marijuana","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2023000H1021&ciq=ncsl&client_md=3028c97367282255b1f28c17a98f3083&mode=current_text"
"272","Alcohol and Drug Impaired Driving Enforcement","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2023000H1102&ciq=ncsl&client_md=a3e07b9ce2cf70816c9ac09ffd77db75&mode=current_text"
"273","Retail Marijuana Online Sales","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2023000H1279&ciq=ncsl&client_md=784d062257a65f8dc29f42adad39c9eb&mode=current_text"
"274","Licensees Ability To Change Marijuana Designation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000S178&ciq=ncsl&client_md=c15fd67734eaff61ebeb19b2273883f7&mode=current_text"
"275","Retail And Medical Marijuana Same Location","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000H1037&ciq=ncsl&client_md=19b29982a1f0736821441f4154dc5c48&mode=current_text"
"276","Marijuana Transporter License Transfers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000H1135&ciq=ncsl&client_md=18875264b96712b4776e2b950fc76042&mode=current_text"
"277","Marijuana Responsible Vendor Designations","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000H1222&ciq=ncsl&client_md=38465304ec35e551b0ec22ba75b4c640&mode=current_text"
"278","Civil Infractions","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000H1229&ciq=ncsl&client_md=06d50e19ef096affe452e736c42e47df&mode=current_text"
"279","Change Term Name Based Criminal History Record Check","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000H1270&ciq=ncsl&client_md=42b4cb130ef8f6b7e31543dfb2de25f4&mode=current_text"
"280","Study of Devices Assessing Motorist Impairment","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000H1321&ciq=ncsl&client_md=73a3c8b8562f8409fdb81189a1f5592b&mode=current_text"
"281","Department of Consumer Protections Recommendations","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2025000H6855&ciq=ncsl&client_md=e97c0493321f39f287d46e2a1802bf84&mode=current_text"
"282","Social Equity Councils Recommendations Regarding Social","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2025000H6930&ciq=ncsl&client_md=8e8d5778830b145dea03d7a897559c53&mode=current_text"
"283","Non Safety Related Traffic Stops","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2025000H7132&ciq=ncsl&client_md=1b51712cf811979a8e692799d3e6cfaa&mode=current_text"
"284","Enforcement of the States Cannabis Hemp and Tobacco Law","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2025000H7181&ciq=ncsl&client_md=8d4cbaaf7e51ed8b96cdbece9cf022dd&mode=current_text"
"285","State Budget","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2025000H7287&ciq=ncsl&client_md=3318012393a0eb71aeaa5654f739fab0&mode=current_text"
"286","Task Force","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2024000S200&ciq=ncsl&client_md=ce4e0c00abeeb7194f2086c65a5a20a1&mode=current_text"
"287","Cannabis and Hemp Regulation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2024000H5150&ciq=ncsl&client_md=747a4a362f54a59dacd4d94ba199b45d&mode=current_text"
